,Date,Close
0,1/1/2003,855.7000119999999
1,2/1/2003,841.150024
2,3/1/2003,848.179993
3,4/1/2003,916.919983
4,5/1/2003,963.590027
5,6/1/2003,974.5
6,7/1/2003,990.3099980000001
7,8/1/2003,1008.01001
8,9/1/2003,995.9699710000001
9,10/1/2003,1050.709961
10,11/1/2003,1058.199951
11,12/1/2003,1111.920044
12,1/1/2004,1131.130005
13,2/1/2004,1144.939941
14,3/1/2004,1126.209961
15,4/1/2004,1107.300049
16,5/1/2004,1120.680054
17,6/1/2004,1140.839966
18,7/1/2004,1101.719971
19,8/1/2004,1104.23999
20,9/1/2004,1114.579956
21,10/1/2004,1130.199951
22,11/1/2004,1173.819946
23,12/1/2004,1211.920044
24,1/1/2005,1181.27002
25,2/1/2005,1203.599976
26,3/1/2005,1180.589966
27,4/1/2005,1156.849976
28,5/1/2005,1191.5
29,6/1/2005,1191.329956
30,7/1/2005,1234.180054
31,8/1/2005,1220.329956
32,9/1/2005,1228.810059
33,10/1/2005,1207.01001
34,11/1/2005,1249.47998
35,12/1/2005,1248.290039
36,1/1/2006,1280.079956
37,2/1/2006,1280.660034
38,3/1/2006,1294.869995
39,4/1/2006,1310.609985
40,5/1/2006,1270.089966
41,6/1/2006,1270.199951
42,7/1/2006,1276.660034
43,8/1/2006,1303.819946
44,9/1/2006,1335.849976
45,10/1/2006,1377.939941
46,11/1/2006,1400.630005
47,12/1/2006,1418.300049
48,1/1/2007,1438.23999
49,2/1/2007,1406.819946
50,3/1/2007,1420.859985
51,4/1/2007,1482.369995
52,5/1/2007,1530.619995
53,6/1/2007,1503.349976
54,7/1/2007,1455.27002
55,8/1/2007,1473.98999
56,9/1/2007,1526.75
57,10/1/2007,1549.380005
58,11/1/2007,1481.140015
59,12/1/2007,1468.359985
60,1/1/2008,1378.550049
61,2/1/2008,1330.630005
62,3/1/2008,1322.699951
63,4/1/2008,1385.589966
64,5/1/2008,1400.380005
65,6/1/2008,1280.0
66,7/1/2008,1267.380005
67,8/1/2008,1282.829956
68,9/1/2008,1166.359985
69,10/1/2008,968.75
70,11/1/2008,896.23999
71,12/1/2008,903.25
72,1/1/2009,825.880005
73,2/1/2009,735.090027
74,3/1/2009,797.869995
75,4/1/2009,872.8099980000001
76,5/1/2009,919.1400150000001
77,6/1/2009,919.320007
78,7/1/2009,987.4799800000001
79,8/1/2009,1020.6199949999999
80,9/1/2009,1057.079956
81,10/1/2009,1036.189941
82,11/1/2009,1095.630005
83,12/1/2009,1115.099976
84,1/1/2010,1073.869995
85,2/1/2010,1104.48999
86,3/1/2010,1169.430054
87,4/1/2010,1186.689941
88,5/1/2010,1089.410034
89,6/1/2010,1030.709961
90,7/1/2010,1101.599976
91,8/1/2010,1049.329956
92,9/1/2010,1141.199951
93,10/1/2010,1183.26001
94,11/1/2010,1180.550049
95,12/1/2010,1257.640015
96,1/1/2011,1286.119995
97,2/1/2011,1327.219971
98,3/1/2011,1325.829956
99,4/1/2011,1363.609985
100,5/1/2011,1345.199951
101,6/1/2011,1320.640015
102,7/1/2011,1292.280029
103,8/1/2011,1218.890015
104,9/1/2011,1131.420044
105,10/1/2011,1253.300049
106,11/1/2011,1246.959961
107,12/1/2011,1257.599976
108,1/1/2012,1312.410034
109,2/1/2012,1365.680054
110,3/1/2012,1408.469971
111,4/1/2012,1397.910034
112,5/1/2012,1310.329956
113,6/1/2012,1362.160034
114,7/1/2012,1379.319946
115,8/1/2012,1406.579956
116,9/1/2012,1440.670044
117,10/1/2012,1412.160034
118,11/1/2012,1416.180054
119,12/1/2012,1426.189941
120,1/1/2013,1498.109985
121,2/1/2013,1514.680054
122,3/1/2013,1569.189941
123,4/1/2013,1597.569946
124,5/1/2013,1630.73999
125,6/1/2013,1606.280029
126,7/1/2013,1685.72998
127,8/1/2013,1632.969971
128,9/1/2013,1681.550049
129,10/1/2013,1756.540039
130,11/1/2013,1805.810059
131,12/1/2013,1848.359985
