,Date,Close
0,1/1/1996,636.02002
1,2/1/1996,640.429993
2,3/1/1996,645.5
3,4/1/1996,654.169983
4,5/1/1996,669.119995
5,6/1/1996,670.630005
6,7/1/1996,639.950012
7,8/1/1996,651.98999
8,9/1/1996,687.330017
9,10/1/1996,705.27002
10,11/1/1996,757.02002
11,12/1/1996,740.73999
12,1/1/1997,786.159973
13,2/1/1997,790.820007
14,3/1/1997,757.119995
15,4/1/1997,801.340027
16,5/1/1997,848.2800289999999
17,6/1/1997,885.1400150000001
18,7/1/1997,954.3099980000001
19,8/1/1997,899.4699710000001
20,9/1/1997,947.2800289999999
21,10/1/1997,914.6199949999999
22,11/1/1997,955.400024
23,12/1/1997,970.429993
24,1/1/1998,980.2800289999999
25,2/1/1998,1049.339966
26,3/1/1998,1101.75
27,4/1/1998,1111.75
28,5/1/1998,1090.819946
29,6/1/1998,1133.839966
30,7/1/1998,1120.670044
31,8/1/1998,957.2800289999999
32,9/1/1998,1017.01001
33,10/1/1998,1098.670044
34,11/1/1998,1163.630005
35,12/1/1998,1229.22998
36,1/1/1999,1279.640015
37,2/1/1999,1238.329956
38,3/1/1999,1286.369995
39,4/1/1999,1335.180054
40,5/1/1999,1301.839966
41,6/1/1999,1372.709961
42,7/1/1999,1328.719971
43,8/1/1999,1320.410034
44,9/1/1999,1282.709961
45,10/1/1999,1362.930054
46,11/1/1999,1388.910034
47,12/1/1999,1469.25
48,1/1/2000,1394.459961
49,2/1/2000,1366.420044
50,3/1/2000,1498.579956
51,4/1/2000,1452.430054
52,5/1/2000,1420.599976
53,6/1/2000,1454.599976
54,7/1/2000,1430.829956
55,8/1/2000,1517.680054
56,9/1/2000,1436.51001
57,10/1/2000,1429.400024
58,11/1/2000,1314.949951
59,12/1/2000,1320.280029
60,1/1/2001,1366.01001
61,2/1/2001,1239.939941
62,3/1/2001,1160.329956
63,4/1/2001,1249.459961
64,5/1/2001,1255.819946
65,6/1/2001,1224.380005
66,7/1/2001,1211.22998
67,8/1/2001,1133.579956
68,9/1/2001,1040.939941
69,10/1/2001,1059.780029
70,11/1/2001,1139.449951
71,12/1/2001,1148.079956
72,1/1/2002,1130.199951
73,2/1/2002,1106.72998
74,3/1/2002,1147.390015
75,4/1/2002,1076.920044
76,5/1/2002,1067.140015
77,6/1/2002,989.820007
78,7/1/2002,911.6199949999999
79,8/1/2002,916.070007
80,9/1/2002,815.280029
81,10/1/2002,885.76001
82,11/1/2002,936.3099980000001
83,12/1/2002,879.820007
84,1/1/2003,855.7000119999999
85,2/1/2003,841.150024
86,3/1/2003,848.179993
87,4/1/2003,916.919983
88,5/1/2003,963.590027
89,6/1/2003,974.5
90,7/1/2003,990.3099980000001
91,8/1/2003,1008.01001
92,9/1/2003,995.9699710000001
93,10/1/2003,1050.709961
94,11/1/2003,1058.199951
95,12/1/2003,1111.920044
96,1/1/2004,1131.130005
97,2/1/2004,1144.939941
98,3/1/2004,1126.209961
99,4/1/2004,1107.300049
100,5/1/2004,1120.680054
101,6/1/2004,1140.839966
102,7/1/2004,1101.719971
103,8/1/2004,1104.23999
104,9/1/2004,1114.579956
105,10/1/2004,1130.199951
106,11/1/2004,1173.819946
107,12/1/2004,1211.920044
108,1/1/2005,1181.27002
109,2/1/2005,1203.599976
110,3/1/2005,1180.589966
111,4/1/2005,1156.849976
112,5/1/2005,1191.5
113,6/1/2005,1191.329956
114,7/1/2005,1234.180054
115,8/1/2005,1220.329956
116,9/1/2005,1228.810059
117,10/1/2005,1207.01001
118,11/1/2005,1249.47998
119,12/1/2005,1248.290039
120,1/1/2006,1280.079956
121,2/1/2006,1280.660034
122,3/1/2006,1294.869995
123,4/1/2006,1310.609985
124,5/1/2006,1270.089966
125,6/1/2006,1270.199951
126,7/1/2006,1276.660034
127,8/1/2006,1303.819946
128,9/1/2006,1335.849976
129,10/1/2006,1377.939941
130,11/1/2006,1400.630005
131,12/1/2006,1418.300049
