,Date,Close
0,1/1/1977,102.029999
1,2/1/1977,99.82
2,3/1/1977,98.41999799999999
3,4/1/1977,98.440002
4,5/1/1977,96.120003
5,6/1/1977,100.480003
6,7/1/1977,98.849998
7,8/1/1977,96.769997
8,9/1/1977,96.529999
9,10/1/1977,92.339996
10,11/1/1977,94.83000200000001
11,12/1/1977,95.099998
12,1/1/1978,89.25
13,2/1/1978,87.040001
14,3/1/1978,89.209999
15,4/1/1978,96.83000200000001
16,5/1/1978,97.239998
17,6/1/1978,95.529999
18,7/1/1978,100.68
19,8/1/1978,103.290001
20,9/1/1978,102.540001
21,10/1/1978,93.150002
22,11/1/1978,94.699997
23,12/1/1978,96.110001
24,1/1/1979,99.93
25,2/1/1979,96.279999
26,3/1/1979,101.589996
27,4/1/1979,101.760002
28,5/1/1979,99.08000200000001
29,6/1/1979,102.910004
30,7/1/1979,103.809998
31,8/1/1979,109.32
32,9/1/1979,109.32
33,10/1/1979,101.82
34,11/1/1979,106.160004
35,12/1/1979,107.940002
36,1/1/1980,114.160004
37,2/1/1980,113.660004
38,3/1/1980,102.089996
39,4/1/1980,106.290001
40,5/1/1980,111.239998
41,6/1/1980,114.239998
42,7/1/1980,121.66999799999999
43,8/1/1980,122.379997
44,9/1/1980,125.459999
45,10/1/1980,127.470001
46,11/1/1980,140.520004
47,12/1/1980,135.759995
48,1/1/1981,129.550003
49,2/1/1981,131.270004
50,3/1/1981,136.0
51,4/1/1981,132.809998
52,5/1/1981,132.58999599999999
53,6/1/1981,131.21000700000002
54,7/1/1981,130.919998
55,8/1/1981,122.790001
56,9/1/1981,116.18
57,10/1/1981,121.889999
58,11/1/1981,126.349998
59,12/1/1981,122.550003
60,1/1/1982,120.400002
61,2/1/1982,113.110001
62,3/1/1982,111.959999
63,4/1/1982,116.440002
64,5/1/1982,111.879997
65,6/1/1982,109.610001
66,7/1/1982,107.089996
67,8/1/1982,119.510002
68,9/1/1982,120.41999799999999
69,10/1/1982,133.720001
70,11/1/1982,138.529999
71,12/1/1982,140.639999
72,1/1/1983,145.300003
73,2/1/1983,148.059998
74,3/1/1983,152.96000700000002
75,4/1/1983,164.429993
76,5/1/1983,162.389999
77,6/1/1983,167.639999
78,7/1/1983,162.559998
79,8/1/1983,164.399994
80,9/1/1983,166.070007
81,10/1/1983,163.550003
82,11/1/1983,166.399994
83,12/1/1983,164.929993
84,1/1/1984,163.41000400000001
85,2/1/1984,157.059998
86,3/1/1984,159.179993
87,4/1/1984,160.050003
88,5/1/1984,150.550003
89,6/1/1984,153.179993
90,7/1/1984,150.66000400000001
91,8/1/1984,166.679993
92,9/1/1984,166.100006
93,10/1/1984,166.08999599999999
94,11/1/1984,163.580002
95,12/1/1984,167.240005
96,1/1/1985,179.630005
97,2/1/1985,181.179993
98,3/1/1985,180.66000400000001
99,4/1/1985,179.830002
100,5/1/1985,189.550003
101,6/1/1985,191.850006
102,7/1/1985,190.919998
103,8/1/1985,188.630005
104,9/1/1985,182.080002
105,10/1/1985,189.820007
106,11/1/1985,202.169998
107,12/1/1985,211.27999900000003
108,1/1/1986,211.77999900000003
109,2/1/1986,226.919998
110,3/1/1986,238.899994
111,4/1/1986,235.520004
112,5/1/1986,247.350006
113,6/1/1986,250.83999599999999
114,7/1/1986,236.11999500000002
115,8/1/1986,252.92999300000002
116,9/1/1986,231.32000699999998
117,10/1/1986,243.979996
118,11/1/1986,249.22000099999997
119,12/1/1986,242.169998
120,1/1/1987,274.079987
121,2/1/1987,284.200012
122,3/1/1987,291.700012
123,4/1/1987,288.359985
124,5/1/1987,290.100006
125,6/1/1987,304.0
126,7/1/1987,318.660004
127,8/1/1987,329.799988
128,9/1/1987,321.829987
129,10/1/1987,251.789993
130,11/1/1987,230.30000299999998
131,12/1/1987,247.080002
