State,Population,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
United States-Total,293656842,463.2,5.5,32.4,,136.7,288.6,3514.1,730.3,2362.3,421.5
