State,Population,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
United States-Total,237923795,558.1,8,36.8,,209.3,304,4666.4,1291.7,2911.2,463.5
