State,Population,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
United States-Total,240132887,620.1,8.6,38.1,,226,347.4,4881.8,1349.8,3022.1,509.8
