Date,Open,High,Low,Close,Adj Close,Volume
1/1/1968,96.470001,97.839996,91.269997,92.239998,92.239998,262770000
2/1/1968,92.239998,93.440002,86.730003,89.360001,89.360001,174380000
3/1/1968,89.360001,91.089996,86.989998,90.199997,90.199997,192610000
4/1/1968,91.110001,98.610001,91.110001,97.459999,97.459999,295420000
5/1/1968,97.459999,100.190002,95.800003,98.68,98.68,291980000
6/1/1968,98.720001,102.839996,98.720001,99.580002,99.580002,257290000
7/1/1968,99.580002,103.669998,96.839996,97.739998,97.739998,242450000
8/1/1968,97.739998,99.669998,95.790001,98.860001,98.860001,193970000
9/1/1968,98.860001,103.629997,98.309998,102.669998,102.669998,228300000
10/1/1968,102.669998,105.779999,101.800003,103.410004,103.410004,272200000
11/1/1968,103.410004,109.089996,101.849998,108.370003,108.370003,251850000
12/1/1968,108.370003,109.370003,102.980003,103.860001,103.860001,267480000
1/1/1969,103.860001,104.870003,96.629997,103.010002,103.010002,266600000
2/1/1969,103.010002,104.610001,97.360001,98.129997,98.129997,207490000
3/1/1969,98.129997,102.349998,97.059998,101.510002,101.510002,199110000
4/1/1969,101.510002,104.559998,99.080002,103.690002,103.690002,236930000
5/1/1969,103.690002,106.739998,102.290001,103.459999,103.459999,256580000
6/1/1969,103.459999,103.75,95.209999,97.709999,97.709999,235130000
7/1/1969,97.709999,100.330002,88.040001,91.830002,91.830002,228250000
8/1/1969,91.919998,96.43,91.480003,95.510002,95.510002,201680000
9/1/1969,95.510002,96.620003,91.769997,93.120003,93.120003,219150000
10/1/1969,93.120003,98.830002,91.660004,97.120003,97.120003,310110000
11/1/1969,97.120003,99.230003,92.239998,93.809998,93.809998,213600000
12/1/1969,93.809998,94.470001,88.620003,92.059998,92.059998,272350000
1/1/1970,92.059998,94.25,84.419998,85.019997,85.019997,221090000
2/1/1970,85.019997,90.330002,84.639999,89.5,89.5,228380000
3/1/1970,89.5,91.07,86.190002,89.629997,89.629997,212880000
4/1/1970,89.629997,90.699997,79.309998,81.519997,81.519997,223120000
5/1/1970,81.519997,82.32,68.610001,76.550003,76.550003,258220000
6/1/1970,76.550003,79.959999,72.25,72.720001,72.720001,226420000
7/1/1970,72.720001,79.029999,70.690002,78.050003,78.050003,227740000
