Date,Open,High,Low,Close,Adj Close,Volume
1/1/1977,107.459999,107.970001,100.910004,102.029999,102.029999,501620000
2/1/1977,102.029999,103.32,98.82,99.82,99.82,398440000
3/1/1977,99.82,102.699997,97.800003,98.419998,98.419998,434690000
4/1/1977,98.419998,102.07,96.529999,98.440002,98.440002,403060000
5/1/1977,98.440002,100.93,95.519997,96.120003,96.120003,425820000
6/1/1977,96.120003,101.650002,95.889999,100.480003,100.480003,485150000
7/1/1977,100.480003,102.57,97.709999,98.849998,98.849998,452480000
8/1/1977,98.849998,99.839996,95.040001,96.769997,96.769997,433650000
9/1/1977,96.769997,98.43,94.440002,96.529999,96.529999,383670000
10/1/1977,96.529999,97.269997,90.199997,92.339996,92.339996,413470000
11/1/1977,92.190002,97.110001,90.010002,94.830002,94.830002,494680000
12/1/1977,94.830002,95.669998,91.760002,95.099998,95.099998,450970000
1/1/1978,95.099998,95.150002,88.019997,89.25,89.25,428140000
2/1/1978,89.25,91.32,86.580002,87.040001,87.040001,368600000
3/1/1978,87.040001,91.349998,86.449997,89.209999,89.209999,497580000
4/1/1978,89.199997,97.910004,88.07,96.830002,96.830002,695600000
5/1/1978,96.830002,100.32,94.57,97.239998,97.239998,775750000
6/1/1978,97.239998,101.839996,93.989998,95.529999,95.529999,666290000
7/1/1978,95.529999,101.18,93.589996,100.68,100.68,541490000
8/1/1978,100.68,106.269997,99.949997,103.290001,103.290001,864950000
9/1/1978,103.290001,108.050003,100.660004,102.540001,102.540001,672290000
10/1/1978,102.540001,106.230003,91.650002,93.150002,93.150002,682340000
11/1/1978,94.129997,97.410004,91.769997,94.699997,94.699997,514610000
12/1/1978,95.010002,98.580002,92.639999,96.110001,96.110001,492440000
1/1/1979,96.110001,102.589996,95.220001,99.93,99.93,615730000
2/1/1979,99.93,100.519997,95.379997,96.279999,96.279999,475710000
3/1/1979,96.279999,103.309998,95.980003,101.589996,101.589996,649800000
4/1/1979,101.559998,103.949997,100.139999,101.760002,101.760002,620650000
5/1/1979,101.760002,102.57,97.489998,99.080002,99.080002,623740000
6/1/1979,99.080002,103.669998,98.57,102.910004,102.910004,735710000
7/1/1979,102.910004,105.169998,100.349998,103.809998,103.809998,680740000
8/1/1979,103.809998,109.839996,103.139999,109.32,109.32,825050000
9/1/1979,109.32,111.580002,105.379997,109.32,109.32,713940000
10/1/1979,109.190002,112.160004,99.059998,101.82,101.82,857930000
11/1/1979,101.82,107.889999,99.419998,106.160004,106.160004,653650000
12/1/1979,106.160004,110.330002,105.07,107.940002,107.940002,710210000
1/1/1980,107.940002,117.169998,103.260002,114.160004,114.160004,1158240000
2/1/1980,114.160004,120.220001,111.330002,113.660004,113.660004,956530000
