Date,Open,High,Low,Close,Adj Close,Volume
1/1/1999,1229.22998,1280.369995,1205.459961,1279.640015,1279.640015,16213500000
2/1/1999,1279.640015,1283.839966,1211.890015,1238.329956,1238.329956,14555860000
3/1/1999,1238.329956,1323.819946,1216.030029,1286.369995,1286.369995,18002500000
4/1/1999,1286.369995,1371.560059,1282.560059,1335.180054,1335.180054,18523200000
5/1/1999,1335.180054,1375.97998,1277.310059,1301.839966,1301.839966,15880260000
6/1/1999,1301.839966,1372.930054,1277.469971,1372.709961,1372.709961,16079170000
7/1/1999,1372.709961,1420.329956,1328.48999,1328.719971,1328.719971,15332930000
8/1/1999,1328.719971,1382.839966,1267.72998,1320.410034,1320.410034,15818550000
9/1/1999,1320.410034,1361.390015,1256.26001,1282.709961,1282.709961,16438700000
10/1/1999,1282.709961,1373.170044,1233.699951,1362.930054,1362.930054,18832000000
11/1/1999,1362.930054,1425.310059,1346.410034,1388.910034,1388.910034,18384820000
12/1/1999,1388.910034,1473.099976,1387.380005,1469.25,1469.25,19640690000
1/1/2000,1469.25,1478,1350.140015,1394.459961,1394.459961,21494400000
2/1/2000,1394.459961,1444.550049,1325.069946,1366.420044,1366.420044,20912000000
3/1/2000,1366.420044,1552.869995,1346.619995,1498.579956,1498.579956,26156200000
4/1/2000,1498.579956,1527.189941,1339.400024,1452.430054,1452.430054,20106460000
5/1/2000,1452.430054,1481.51001,1361.089966,1420.599976,1420.599976,19898300000
6/1/2000,1420.599976,1488.930054,1420.599976,1454.599976,1454.599976,21738300000
7/1/2000,1454.599976,1517.319946,1413.890015,1430.829956,1430.829956,19089100000
8/1/2000,1430.829956,1525.209961,1425.430054,1517.680054,1517.680054,20363700000
9/1/2000,1517.680054,1530.089966,1419.439941,1436.51001,1436.51001,20838300000
10/1/2000,1436.52002,1454.819946,1305.790039,1429.400024,1429.400024,25951400000
11/1/2000,1429.400024,1438.459961,1294.900024,1314.949951,1314.949951,20532300000
12/1/2000,1314.949951,1389.050049,1254.069946,1320.280029,1320.280029,23610800000
1/1/2001,1320.280029,1383.369995,1274.619995,1366.01001,1366.01001,27829800000
2/1/2001,1366.01001,1376.380005,1215.439941,1239.939941,1239.939941,21644400000
3/1/2001,1239.939941,1267.420044,1081.189941,1160.329956,1160.329956,27806610000
4/1/2001,1160.329956,1269.300049,1091.98999,1249.459961,1249.459961,25409990000
5/1/2001,1249.459961,1315.930054,1232,1255.819946,1255.819946,24525900000
6/1/2001,1255.819946,1286.619995,1203.030029,1224.380005,1224.380005,24748030000
7/1/2001,1224.420044,1239.780029,1165.540039,1211.22998,1211.22998,23793710000
8/1/2001,1211.22998,1226.27002,1124.869995,1133.579956,1133.579956,23359200000
9/1/2001,1133.579956,1155.400024,944.75,1040.939941,1040.939941,25025290000
10/1/2001,1040.939941,1110.609985,1026.76001,1059.780029,1059.780029,29951280000
11/1/2001,1059.780029,1163.380005,1054.310059,1139.449951,1139.449951,26330000000
12/1/2001,1139.449951,1173.619995,1114.530029,1148.079956,1148.079956,25128570000
1/1/2002,1148.079956,1176.969971,1081.660034,1130.199951,1130.199951,29746200000
2/1/2002,1130.199951,1130.199951,1074.359985,1106.72998,1106.72998,26047600000
3/1/2002,1106.72998,1173.939941,1106.72998,1147.390015,1147.390015,26563200000
4/1/2002,1147.390015,1147.839966,1063.459961,1076.920044,1076.920044,28568900000
5/1/2002,1076.920044,1106.589966,1048.959961,1067.140015,1067.140015,26905500000
6/1/2002,1067.140015,1070.73999,952.919983,989.820007,989.820007,29981510000
7/1/2002,989.820007,994.460022,775.679993,911.619995,911.619995,42228720000
8/1/2002,911.619995,965,833.440002,916.070007,916.070007,29298400000
9/1/2002,916.070007,924.02002,800.200012,815.280029,815.280029,27723710000
10/1/2002,815.280029,907.440002,768.630005,885.76001,885.76001,37856310000
11/1/2002,885.76001,941.820007,872.049988,936.309998,936.309998,29200960000
12/1/2002,936.309998,954.280029,869.450012,879.820007,879.820007,25993640000
1/1/2003,879.820007,935.049988,840.340027,855.700012,855.700012,30749580000
2/1/2003,855.700012,864.640015,806.289978,841.150024,841.150024,25235300000
3/1/2003,841.150024,895.900024,788.900024,848.179993,848.179993,30080030000
4/1/2003,848.179993,924.23999,847.849976,916.919983,916.919983,29669610000
5/1/2003,916.919983,965.380005,902.830017,963.590027,963.590027,30952100000
6/1/2003,963.590027,1015.330017,963.590027,974.5,974.5,31219400000
7/1/2003,974.5,1015.409973,962.099976,990.309998,990.309998,31553200000
8/1/2003,990.309998,1011.01001,960.840027,1008.01001,1008.01001,24881470000
9/1/2003,1008.01001,1040.290039,990.359985,995.969971,995.969971,29940110000
10/1/2003,995.969971,1053.790039,995.969971,1050.709961,1050.709961,32298500000
11/1/2003,1050.709961,1063.650024,1031.199951,1058.199951,1058.199951,24463220000
12/1/2003,1058.199951,1112.560059,1053.410034,1111.920044,1111.920044,27839130000
